ID,Vendor,Text
47,Facebook Terms of Service,provide consistent and seamless experience across the facebook company product our product help you find and connect with people group business organization and others that are important to you
48,Facebook Terms of Service,we design our system so that your experience is consistent and seamless across the different facebook company product that you use
49,Facebook Terms of Service,for example we use data about the people you engage with on facebook to make it easier for you to connect with them on instagram or messenger and we enable you to communicate with business you follow on facebook through messenger
50,Facebook Terms of Service,enable global access to our service to operate our global service we need to store and distribute content and data in our data center and system around the world including outside your country of residence
51,Facebook Terms of Service,this infrastructure may be operated or controlled by facebook inc facebook ireland limited or it affiliate
52,Facebook Terms of Service,return to top 2
53,Facebook Terms of Service,how our service are funded instead of paying to use facebook and the other product and service we offer by using the facebook product covered by these term you agree that we can show you ad that business and organization pay u to promote on and off the facebook company product
54,Facebook Terms of Service,we use your personal data such a information about your activity and interest to show you ad that are more relevant to you
55,Facebook Terms of Service,protecting people privacy is central to how we ve designed our ad system
56,Facebook Terms of Service,this mean that we can show you relevant and useful ad without telling advertiser who you are
57,Facebook Terms of Service,we don sell your personal data
58,Facebook Terms of Service,we allow advertiser to tell u thing like their business goal and the kind of audience they want to see their ad for example people between the age of 18 35 who like cycling
59,Facebook Terms of Service,we then show their ad to people who might be interested
60,Facebook Terms of Service,we also provide advertiser with report about the performance of their ad to help them understand how people are interacting with their content on and off facebook
61,Facebook Terms of Service,for example we provide general demographic and interest information to advertiser for example that an ad wa seen by woman between the age of 25 and 34 who life in madrid and like software engineering to help them better understand their audience
62,Facebook Terms of Service,we don share information that directly identifies you information such a your name or email address that by itself can be used to contact you or identifies who you are unless you give u specific permission
63,Facebook Terms of Service,learn more about how facebook ad work here
64,Facebook Terms of Service,we collect and use your personal data in order to provide the service described above to you
65,Facebook Terms of Service,you can learn about how we collect and use your data in our data policy
66,Facebook Terms of Service,you have control over the type of ad and advertiser you see and the type of information we use to determine which ad we show you
67,Facebook Terms of Service,learn more
68,Facebook Terms of Service,return to top 3
69,Facebook Terms of Service,your commitment to facebook and our community we provide these service to you and others to help advance our mission
70,Facebook Terms of Service,in exchange we need you to make the following commitment 1
71,Facebook Terms of Service,who can use facebook when people stand behind their opinion and action our community is safer and more accountable
72,Facebook Terms of Service,for this reason you must
73,Facebook Terms of Service,use the same name that you use in everyday life
74,Facebook Terms of Service,provide accurate information about yourself
75,Facebook Terms of Service,create only one account your own and use your timeline for personal purpose
76,Facebook Terms of Service,not share your password give access to your facebook account to others or transfer your account to anyone else without our permission
77,Facebook Terms of Service,we try to make facebook broadly available to everyone but you cannot use facebook if
78,Facebook Terms of Service,you are under 13 year old
79,Facebook Terms of Service,you are convicted sex offender
80,Facebook Terms of Service,we ve previously disabled your account for violation of our term or policy
81,Facebook Terms of Service,you are prohibited from receiving our product service or software under applicable law
83,Facebook Terms of Service,what you can share and do on facebook we want people to use facebook to express themselves and to share content that is important to them but not at the expense of the safety and well being of others or the integrity of our community
84,Facebook Terms of Service,you therefore agree not to engage in the conduct described below or to facilitate or support others in doing so
85,Facebook Terms of Service,you may not use our product to do or share anything
86,Facebook Terms of Service,that violates these term our community standard and other term and policy that apply to your use of facebook
87,Facebook Terms of Service,that is unlawful misleading discriminatory or fraudulent
88,Facebook Terms of Service,that infringes or violates someone else right including their intellectual property right
91,Facebook Terms of Service,you may not upload virus or malicious code or do anything that could disable overburden or impair the proper working or appearance of our product
92,Facebook Terms of Service,you may not access or collect data from our product using automated mean without our prior permission or attempt to access data you do not have permission to access
93,Facebook Terms of Service,we can remove or restrict access to content that is in violation of these provision if we remove content that you have shared in violation of our community standard we ll let you know and explain any option you have to request another review unless you seriously or repeatedly violate these term or if doing so may expose u or others to legal liability
94,Facebook Terms of Service,harm our community of user
95,Facebook Terms of Service,compromise or interfere with the integrity or operation of any of our service system or product
96,Facebook Terms of Service,where we are restricted due to technical limitation
97,Facebook Terms of Service,or where we are prohibited from doing so for legal reason
98,Facebook Terms of Service,to help support our community we encourage you to report content or conduct that you believe violates your right including intellectual property right or our term and policy we also can remove or restrict access to your content service or information if we determine that doing so is reasonably necessary to avoid or mitigate adverse legal or regulatory impact to facebook 3
99,Facebook Terms of Service,the permission you give u we need certain permission from you to provide our service
102,Facebook Terms of Service,permission to use content you create and share some content that you share or upload such a photo or video may be protected by intellectual property law
103,Facebook Terms of Service,you own the intellectual property right thing like copyright or trademark in any such content that you create and share on facebook and the other facebook company product you use
104,Facebook Terms of Service,nothing in these term take away the right you have to your own content
105,Facebook Terms of Service,you are free to share your content with anyone else wherever you want
106,Facebook Terms of Service,however to provide our service we need you to give u some legal permission known a license to use this content
107,Facebook Terms of Service,this is solely for the purpose of providing and improving our product and service a described in section 1 above
108,Facebook Terms of Service,specifically when you share post or upload content that is covered by intellectual property right on or in connection with our product you grant u non exclusive transferable sub licensable royalty free and worldwide license to host use distribute modify run copy publicly perform or display translate and create derivative work of your content consistent with your privacy and application setting
109,Facebook Terms of Service,this mean for example that if you share photo on facebook you give u permission to store copy and share it with others again consistent with your setting such a service provider that support our service or other facebook product you use this license will end when your content is deleted from our system
110,Facebook Terms of Service,you can delete content individually or all at once by deleting your account
111,Facebook Terms of Service,learn more about how to delete your account
112,Facebook Terms of Service,you can download copy of your data at any time before deleting your account
113,Facebook Terms of Service,when you delete content it no longer visible to other user however it may continue to exist elsewhere on our system where
114,Facebook Terms of Service,immediate deletion is not possible due to technical limitation in which case your content will be deleted within maximum of 90 day from when you delete it
116,Facebook Terms of Service,your content ha been used by others in accordance with this license and they have not deleted it in which case this license will continue to apply until that content is deleted
118,Facebook Terms of Service,where immediate deletion would restrict our ability to
119,Facebook Terms of Service,investigate or identify illegal activity or violation of our term and policy for example to identify or investigate misuse of our product or system
120,Facebook Terms of Service,comply with legal obligation such a the preservation of evidence
122,Facebook Terms of Service,comply with request of judicial or administrative authority law enforcement or government agency
127,Facebook Terms of Service,in which case the content will be retained for no longer than is necessary for the purpose for which it ha been retained the exact duration will vary on case by case basis
128,Facebook Terms of Service,in each of the above case this license will continue until the content ha been fully deleted
130,Facebook Terms of Service,permission to use your name profile picture and information about your action with ad and sponsored content you give u permission to use your name and profile picture and information about action you have taken on facebook next to or in connection with ad offer and other sponsored content that we display across our product without any compensation to you
131,Facebook Terms of Service,for example we may show your friend that you are interested in an advertised event or have liked page created by brand that ha paid u to display it ad on facebook
132,Facebook Terms of Service,ad like this can be seen only by people who have your permission to see the action you ve taken on facebook
133,Facebook Terms of Service,you can learn more about your ad setting and preference
136,Facebook Terms of Service,permission to update software you use or download if you download or use our software you give u permission to download and install update to the software where available
139,Facebook Terms of Service,limit on using our intellectual property if you use content covered by intellectual property right that we have and make available in our product for example image design video or sound we provide that you add to content you create or share on facebook we retain all right to that content but not yours
140,Facebook Terms of Service,you can only use our copyright or trademark or any similar mark a expressly permitted by our brand usage guideline or with our prior written permission
141,Facebook Terms of Service,you must obtain our written permission or permission under an open source license to modify create derivative work of decompile or otherwise attempt to extract source code from u
142,Facebook Terms of Service,return to top 4
143,Facebook Terms of Service,additional provision 1
144,Facebook Terms of Service,updating our term we work constantly to improve our service and develop new feature to make our product better for you and our community
145,Facebook Terms of Service,a result we may need to update these term from time to time to accurately reflect our service and practice
146,Facebook Terms of Service,unless otherwise required by law we will notify you before we make change to these term and give you an opportunity to review them before they go into effect
147,Facebook Terms of Service,once any updated term are in effect you will be bound by them if you continue to use our product
148,Facebook Terms of Service,we hope that you will continue using our product but if you do not agree to our updated term and no longer want to be part of the facebook community you can delete your account at any time
150,Facebook Terms of Service,account suspension or termination we want facebook to be place where people feel welcome and safe to express themselves and share their thought and idea
151,Facebook Terms of Service,if we determine that you have clearly seriously or repeatedly breached our term or policy including in particular our community standard we may suspend or permanently disable access to your account
152,Facebook Terms of Service,we may also suspend or disable your account if you repeatedly infringe other people intellectual property right or where we are required to do so for legal reason
153,Facebook Terms of Service,where we take such action we ll let you know and explain any option you have to request review unless doing so may expose u or others to legal liability
154,Facebook Terms of Service,harm our community of user
155,Facebook Terms of Service,compromise or interfere with the integrity or operation of any of our service system or product
156,Facebook Terms of Service,or where we are restricted due to technical limitation
157,Facebook Terms of Service,or where we are prohibited from doing so for legal reason
158,Facebook Terms of Service,you can learn more about what you can do if your account ha been disabled and how to contact u if you think we have disabled your account by mistake
159,Facebook Terms of Service,if you delete or we disable your account these term shall terminate a an agreement between you and u but the following provision will remain in place 3 4 2 4 5
161,Facebook Terms of Service,limit on liability we work hard to provide the best product we can and to specify clear guideline for everyone who us them
162,Facebook Terms of Service,our product however are provided a is and we make no guarantee that they always will be safe secure or error free or that they will function without disruption delay or imperfection
163,Facebook Terms of Service,to the extent permitted by law we also disclaim all warranty whether express or implied including the implied warranty of merchantability fitness for particular purpose title and non infringement
164,Facebook Terms of Service,we do not control or direct what people and others do or say and we are not responsible for their action or conduct whether online or offline or any content they share including offensive inappropriate obscene unlawful and other objectionable content
165,Facebook Terms of Service,we cannot predict when issue might arise with our product
166,Facebook Terms of Service,accordingly our liability shall be limited to the fullest extent permitted by applicable law and under no circumstance will we be liable to you for any lost profit revenue information or data or consequential special indirect exemplary punitive or incidental damage arising out of or related to these term or the facebook product even if we have been advised of the possibility of such damage
167,Facebook Terms of Service,our aggregate liability arising out of or relating to these term or the facebook product will not exceed the greater of 100 or the amount you have paid u in the past twelve month
169,Facebook Terms of Service,dispute we try to provide clear rule so that we can limit or hopefully avoid dispute between you and u
170,Facebook Terms of Service,if dispute doe arise however it useful to know up front where it can be resolved and what law will apply
171,Facebook Terms of Service,for any claim cause of action or dispute you have against u that arises out of or relates to these term or the facebook product claim you agree that it will be resolved exclusively in the s
172,Facebook Terms of Service,district court for the northern district of california or state court located in san mateo county
173,Facebook Terms of Service,you also agree to submit to the personal jurisdiction of either of these court for the purpose of litigating any such claim and that the law of the state of california will govern these term and any claim without regard to conflict of law provision
175,Facebook Terms of Service,other
176,Facebook Terms of Service,these term formerly known a the statement of right and responsibility make up the entire agreement between you and facebook inc
177,Facebook Terms of Service,regarding your use of our product
178,Facebook Terms of Service,they supersede any prior agreement
179,Facebook Terms of Service,some of the product we offer are also governed by supplemental term
180,Facebook Terms of Service,if you use any of those product supplemental term will be made available and will become part of our agreement with you
181,Facebook Terms of Service,for instance if you access or use our product for commercial or business purpose such a buying ad selling product developing apps managing group or page for your business or using our measurement service you must agree to our commercial term
182,Facebook Terms of Service,if you post or share content containing music you must comply with our music guideline
183,Facebook Terms of Service,to the extent any supplemental term conflict with these term the supplemental term shall govern to the extent of the conflict
184,Facebook Terms of Service,if any portion of these term is found to be unenforceable the remaining portion will remain in full force and effect
185,Facebook Terms of Service,if we fail to enforce any of these term it will not be considered waiver
186,Facebook Terms of Service,any amendment to or waiver of these term must be made in writing and signed by u
187,Facebook Terms of Service,you will not transfer any of your right or obligation under these term to anyone else without our consent
188,Facebook Terms of Service,you may designate person called legacy contact to manage your account if it is memorialized
189,Facebook Terms of Service,only your legacy contact or person who you have identified in valid will or similar document expressing clear consent to disclose your content upon death or incapacity will be able to seek disclosure from your account after it is memorialized
190,Facebook Terms of Service,these term do not confer any third party beneficiary right
191,Facebook Terms of Service,all of our right and obligation under these term are freely assignable by u in connection with merger acquisition or sale of asset or by operation of law or otherwise
192,Facebook Terms of Service,you should know that we may need to change the username for your account in certain circumstance for example if someone else claim the username and it appears unrelated to the name you use in everyday life
193,Facebook Terms of Service,we always appreciate your feedback and other suggestion about our product and service
194,Facebook Terms of Service,but you should know that we may use them without any restriction or obligation to compensate you and we are under no obligation to keep them confidential
195,Facebook Terms of Service,we reserve all right not expressly granted to you
196,Facebook Terms of Service,return to top 5
197,Facebook Terms of Service,other term and policy that may apply to you
198,Facebook Terms of Service,community standard these guideline outline our standard regarding the content you post to facebook and your activity on facebook and other facebook product
199,Facebook Terms of Service,commercial term these term apply if you also access or use our product for any commercial or business purpose including advertising operating an app on our platform using our measurement service managing group or page for business or selling good or service
200,Facebook Terms of Service,advertising policy these policy specify what type of ad content are allowed by partner who advertise across the facebook product
