ID,Vendor,Text
100,Alexa Terms of Use,any dispute or claim arising from or relating to this agreement or alexa is subject to the binding arbitration governing law disclaimer of warranty limitation of liability and all other term in the
101,Alexa Terms of Use,amazon com condition of use
103,Alexa Terms of Use,by using alexa you agree to be bound by those term
106,Alexa Terms of Use,3 7 disclaimer of warranty and limitation of liability
107,Alexa Terms of Use,without limiting the disclaimer of warranty and limitation of liability term in the amazon com condition of use and unless otherwise required by applicable law in no event will our or our licensors or our service provider aggregate liability with respect to any claim arising from or relating to this agreement or your use of alexa exceed fifty dollar 50
110,Alexa Terms of Use,3 8 severability if any term or condition of this agreement is deemed invalid void or for any reason unenforceable that part will be deemed severable and will not affect the validity and enforceability of any remaining term or condition
112,Alexa Terms of Use,3 9 contact information for help with alexa or resolving other issue please contact customer service http www amazon com contact u
114,Alexa Terms of Use,alexa communication schedule
116,Alexa Terms of Use,amcs llc amcs an affiliate of amazon may offer you certain alexa related communication service such a the ability to send and receive message and call and connect with other alexa user and the ability to place outbound call to phone number collectively alexa communication
117,Alexa Terms of Use,this schedule is part of the alexa term of use and you agree to these term when you register for or use alexa communication
118,Alexa Terms of Use,your use of alexa communication is also subject to the alexa communication usage guideline which are part of this schedule
119,Alexa Terms of Use,amcs and it affiliate may offer service other than alexa communication which are not covered by this schedule and may be subject to other term
121,Alexa Terms of Use,1 1 general your message communication request g alexa call mom and related interaction are alexa interaction a described in the alexa term of use
122,Alexa Terms of Use,amazon process and retains your alexa interaction and related information in the cloud in order to respond to your request g send message to mom to provide additional functionality g speech to text transcription and vice versa and to improve our service
123,Alexa Terms of Use,we also store your message in the cloud so that they re available on your alexa app and select alexa enabled product
124,Alexa Terms of Use,you can enable enhanced communication feature such a group drop in in the alexa app
125,Alexa Terms of Use,when enabled we will de crypt process and then re encrypt your audio and video call in the cloud
126,Alexa Terms of Use,we do not retain the audio or any information about the content of your call
127,Alexa Terms of Use,you or other call participant may be able to ask alexa to help with certain function during call such a alexa volume up and alexa hang up certain alexa communication service are provided by our third party service provider and we may provide them with information such a telephone number to provide those service
128,Alexa Terms of Use,alexa communication is only available on select alexa enabled product and feature may vary learn more
130,Alexa Terms of Use,1 2 registration you provide your phone number when registering for alexa communication
131,Alexa Terms of Use,amcs will verify this number by sending you an sm message carrier charge may apply
132,Alexa Terms of Use,other user who know your contact detail will be able to contact you using alexa communication
133,Alexa Terms of Use,your registration name and contact detail may be used to identify you to other user such a when you send message to recipient who doe not already have your contact detail
134,Alexa Terms of Use,your phone number also may be displayed a caller id on your outbound call to phone number
136,Alexa Terms of Use,1 3 contact amazon will periodically import and store your contact to improve your alexa communication experience
137,Alexa Terms of Use,amazon us information about your contact and connection including who you communicate with the most to provide and improve our service
138,Alexa Terms of Use,for example we use this information to identify most likely call recipient g when you ask alexa call bill alexa can better identify which bill you want to contact
140,Alexa Terms of Use,1 4 no access to emergency service alexa communication are not replacement for traditional two way telephone or mobile phone service and do not function a such
141,Alexa Terms of Use,you acknowledge that you cannot use alexa communication to access emergency service such a 911
142,Alexa Terms of Use,alexa communication are not designed or intended to be used to send or receive emergency communication to any police fire department hospital or any other service that connects user to public safety answering point
143,Alexa Terms of Use,you should ensure you can contact your relevant emergency service provider through mobile landline telephone or other service
145,Alexa Terms of Use,1 5 drop in the optional drop in feature allows permissioned user to instantly connect to your alexa enabled product for voice or video chat without you needing to take any action
146,Alexa Terms of Use,if you grant drop in permission to yourself anyone in your household also receives drop in permission
147,Alexa Terms of Use,and if you grant drop in permission to contact anyone in that contact household also receives drop in permission
148,Alexa Terms of Use,user with drop in permission may see an indicator to let them know if your device ha been recently active
149,Alexa Terms of Use,this indicator is based on your alexa interaction and motion sensor on echo show learn more
151,Alexa Terms of Use,1 6 fee amcs doe not currently charge fee for alexa communication but reserve the right to place limitation on use of certain service or feature including subscription or other fee
152,Alexa Terms of Use,you and or the recipient of your call or message may be required to pay carrier fee for data usage
153,Alexa Terms of Use,amcs ha no responsibility for such fee
