ID,Vendor,Text
23,Discordapp Terms,repeat infringer policy in accordance with the dmca and other applicable law the company ha adopted policy of terminating in appropriate circumstance and at the company sole discretion user who are deemed to be repeat infringers the company may also at it sole discretion limit access to the service and or terminate the membership of any user who infringe any intellectual property right of others whether or not there is any repeat infringement
24,Discordapp Terms,termination you may terminate your account at any time and for any reason by deleting your account through the user setting page in the application the company may terminate your account and your access to the service or at the company sole option applicable portion of the service at any time and for any reason the company is not required to provide you with any notice or warning prior to any such termination you may a the result of termination lose your account and all information and data associated therewith including without limitation your virtual currency and virtual good a applicable and the company is under no obligation to compensate you for any such loss
25,Discordapp Terms,disclaimer of warranty the service and the service material are provided a is and a available without warranty of any kind either express or implied including but not limited to implied warranty of merchantability fitness for particular purpose title and non infringement your use of the service is at your sole risk in addition while the company attempt to provide good user experience we cannot and do not represent or warrant that the service will always be secure or error free or that the service will always function without delay disruption or imperfection the foregoing disclaimer shall apply to the extent permitted by applicable law
26,Discordapp Terms,limitation of liability to the maximum extent permitted by law in no event will the company be liable to you or to any third person for any consequential incidental special punitive or other indirect damage including any lost profit or lost data arising from your use of the service or other material on accessed through or downloaded from the service whether based on warranty contract tort or any other legal theory and whether or not the company ha been advised of the possibility of these damage the company shall not be liable to you for more than the greater of the amount you have paid to u in accordance with these term in the three 3 month immediately preceding the date on which you first assert claim or 100 the limitation and disclaimer in these term do not purport to limit liability or alter right that cannot be excluded under applicable law some jurisdiction do not allow the exclusion of implied warranty or limitation of liability for incidental or consequential damage which mean that some of the above disclaimer and limitation may not apply to you in these jurisdiction discord liability will be limited to the greatest extent permitted by law
27,Discordapp Terms,you specifically acknowledge that the company shall not be liable for user content including without limitation your content or the defamatory offensive or illegal conduct of any third party and that the risk of harm or damage from the foregoing rest entirely with you
28,Discordapp Terms,indemnification you agree to indemnify and hold the company harmless from and against any loss liability claim demand damage cost and expense including reasonable attorney fee arising out of or in connection with your use of and access to the service ii your violation of any term of these term iii your violation of any third party right including without limitation any copyright property or privacy right or any third party agreement or iv any of your content or information in your account or any other information you post or share on or through the service a used in this section you shall include anyone accessing the service using your password
29,Discordapp Terms,virtual currency virtual good and term of sale we will not charge you fee to use the basic functionality of the service but fee may be charged for certain product and service for additional term regarding our nitro subscription service please see the nitro subscription section below
30,Discordapp Terms,the service may include an opportunity to obtain virtual currency virtual currency or virtual good virtual good that may require you to pay fee using legal tender that is real money to obtain the virtual currency or virtual good your purchase of virtual currency is final and is not refundable exchangeable transferable except in the company or the platform provider sole discretion you may not purchase sell or exchange virtual currency outside the service doing so is violation of the term and may result in termination of your account with the service and or legal action the company retains the right to modify manage control and or eliminate virtual currency and or virtual good at it sole discretion price and availability of virtual good are subject to change without notice we shall have no liability to you or any third party for the exercise of such right you shall have limited personal non transferable non sublicensable permission to use solely within the service virtual good and virtual currency that you have earned purchased or otherwise obtained in manner authorized by the company you have no other right title or interest in or to any such virtual good or virtual currency appearing or originating in the service
31,Discordapp Terms,product description we try to make the service thorough accurate and helpful to our customer nonetheless there may be time when certain information contained on the service may be incorrect incomplete or inaccurate or appear inaccurate because of the browser hardware software or other technology that you use discord reserve the right with or without prior notice to change description or reference to product and or service limit the available quantity of any product or service honor or refuse to honor any coupon coupon code promotional code or other similar promotion and or refuse to provide any visitor to or use of the service with any product or service
32,Discordapp Terms,availability and pricing though we try to honor all purchase request availability cannot always be guaranteed when an item is not available and cannot be replenished for example if we offer limited promotion we will attempt to remove the item from the service in timely manner but make no guarantee in this regard we may occasionally make error in the stated price on the service if product correct price is higher than the listed price we will either confirm that we ll provide the item at the price listed or cancel your order and notify you of such cancellation
33,Discordapp Terms,payment we accept major credit card certain debit card paypal and or such other payment method we may make available to you from time to time through our service a form of payment payment method we may also offer you the ability to make order through third party app store or other payment service you agree to comply with their term and any other requirement they may have by submitting an order you authorize discord or it designated payment processor to charge the account you specify for the purchase amount
34,Discordapp Terms,we may in our sole discretion cancel your payment at any time by providing notice to you through your contact information or by notice when you attempt to make payment we may cancel payment or prevent you from initiating future payment for any reason including without limitation the following if you attempt to use the service in breach of any applicable law or regulation including the card network rule or regulation ii if you use the service in breach of these term iii if we suspect fraudulent unlawful or improper activity regarding payment iv if we detect in our sole discretion that your payment have excessive dispute high reversal rate or present relatively high risk of loss or failure to cooperate in an investigation or provide additional information when requested
35,Discordapp Terms,refund you can find our refund policy here http support discord com hc en u article 360012668071
36,Discordapp Terms,tax stated price may not include sale and use tax if they do not you are responsible for the payment of such tax related to your purchase we have the right to charge you for any tax that we are required to pay or in fact collect related to your purchase
